model_id,field_offset,field_width,field_class,rows_tested,repeat_stability,whisper_group_signal,message_length_signal,local_control_signal,negative_control_stability,score,confidence,reason
fm03598,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03598,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03598,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03598,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03598,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03598,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,9,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,9,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03599,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.494,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03442,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03443,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,0,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,0,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,8,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,9,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,9,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,10,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,10,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,11,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,11,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,12,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,12,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,13,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,14,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,1,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,1,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,2,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,2,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,3,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,3,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,4,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,4,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,5,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,5,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,6,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,6,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,7,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,7,4,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,8,2,header_candidate,17,0.65,0.1,0.4,0.1,0.5,56.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
