source_file,location,hit_type,term,short_context,classification
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,13,string_reference,decode,"| `euroaion_c2s_chat_extractor.py` | Core library – decodes all C2S packets, extracts CM_CHAT text |",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,17,string_reference,C2S,Depends on: `../pass616_sonnet_c2s_decoder/euroaion_c2s_decoder.py`,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,17,string_reference,decode,Depends on: `../pass616_sonnet_c2s_decoder/euroaion_c2s_decoder.py`,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,24,string_reference,C2S,cd C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,58,string_reference,C2S,C:\AionTools\aion_decoder_agent\outbox\pass617_sonnet_c2s_chat_extractor_local\,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,58,string_reference,decode,C:\AionTools\aion_decoder_agent\outbox\pass617_sonnet_c2s_chat_extractor_local\,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,88,string_reference,C2S,└─ euroaion_c2s_chat_extractor.py   (this tool),search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,89,string_reference,C2S,└─ ../pass616_sonnet_c2s_decoder/euroaion_c2s_decoder.py,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,89,string_reference,decode,└─ ../pass616_sonnet_c2s_decoder/euroaion_c2s_decoder.py,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,91,context_layout_candidate,7785,├─ TCP flow extractor (port 7785),possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,92,packet_setup_candidate,STATIC_KEY,├─ Stream cipher  (STATIC_KEY XOR rolling),possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,94,string_reference,decode,└─ Opcode decoder  (byte0 ^ 0xEE) − 0xAE,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\README.md,101,direction_split_candidate,S2C,"- S2C stream decoding (independent key, not yet solved)",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,4,string_reference,C2S,CLI chat extractor for EuroAion world C2S captures.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,6,string_reference,C2S,Prints a clean per-frame timeline showing all decoded C2S packets,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,6,context_layout_candidate,packet,Prints a clean per-frame timeline showing all decoded C2S packets,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,6,string_reference,decode,Prints a clean per-frame timeline showing all decoded C2S packets,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,15,string_reference,decode,C:\\AionTools\\aion_decoder_agent\\inbox\\captures\\startup_world_open_kxseq.pcapng,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,28,string_reference,C2S,from euroaion_c2s_chat_extractor import (,search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,31,string_reference,C2S,"extract_c2s_chat,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,35,string_reference,decode,"r""C:\AionTools\aion_decoder_agent\inbox\captures\startup_world_open_kxseq.pcapng""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,38,string_reference,C2S,"r""C:\AionTools\aion_decoder_agent\outbox\pass617_sonnet_c2s_chat_extractor_local""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,38,string_reference,decode,"r""C:\AionTools\aion_decoder_agent\outbox\pass617_sonnet_c2s_chat_extractor_local""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,68,string_reference,C2S,"print(f""EuroAion C2S Chat Extractor"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,74,string_reference,C2S,"result = extract_c2s_chat(pcap, verbose=verbose)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,99,string_reference,C2S,"print(f""C2S packets processed : {result.c2s_packets_processed}"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,99,context_layout_candidate,packet,"print(f""C2S packets processed : {result.c2s_packets_processed}"")",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,100,context_layout_candidate,packet,"print(f""CM_CHAT packets seen  : {result.cm_chat_packets_seen}"")",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,149,string_reference,C2S,"f.write(f""c2s_packets_processed : {result.c2s_packets_processed}\n"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,149,context_layout_candidate,packet,"f.write(f""c2s_packets_processed : {result.c2s_packets_processed}\n"")",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass617_sonnet_c2s_chat_extractor\run_extract_chat.py,150,context_layout_candidate,packet,"f.write(f""cm_chat_packets_seen  : {result.cm_chat_packets_seen}\n"")",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,2,direction_split_candidate,S2C,euroaion_s2c_probe.py,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,4,direction_split_candidate,S2C,Phase 1: S2C packet inventory for EuroAion (Aion 4.x) world captures.,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,4,context_layout_candidate,packet,Phase 1: S2C packet inventory for EuroAion (Aion 4.x) world captures.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,11,direction_split_candidate,S2C,- 163 S2C packets in the world TCP flow (port 7785).,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,11,context_layout_candidate,packet,- 163 S2C packets in the world TCP flow (port 7785).,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,11,context_layout_candidate,7785,- 163 S2C packets in the world TCP flow (port 7785).,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,12,context_layout_candidate,packet,- 28 small packets (<200 bytes); 135 are bulk data (1460 bytes).,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,15,direction_split_candidate,S2C,* No known S2C plaintext anchor available from static data alone.,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,16,direction_split_candidate,S2C,- Blocker: S2C initial key is unknown. Cannot derive it from PCAP without,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,17,seed_derivation_candidate,handshake,either a plaintext oracle or the session-derived seed (from server handshake,possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,18,packet_setup_candidate,encrypt,which is itself encrypted or missing).,possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,30,string_reference,C2S,"_PASS616 = Path(__file__).parent.parent / ""pass616_sonnet_c2s_decoder""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,30,string_reference,decode,"_PASS616 = Path(__file__).parent.parent / ""pass616_sonnet_c2s_decoder""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,33,string_reference,C2S,from euroaion_c2s_decoder import (,search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,33,string_reference,decode,from euroaion_c2s_decoder import (,search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,34,packet_setup_candidate,STATIC_KEY,"STATIC_KEY, STD_AS, STD_BS, AION1_VA_LO, AION1_VA_HI,",possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,37,string_reference,decode,"_ror32, decode_body, decode_opcode, complement_valid, key_from_hex,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,41,direction_split_candidate,S2C,# ── S2C constants ─────────────────────────────────────────────────────────────,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,43,seed_derivation_candidate,handshake,# Seeds from prior session handshake analysis (used as negative control),possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,44,seed_derivation_candidate,handshake,HANDSHAKE_SEEDS_HEX = [,possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,51,direction_split_candidate,S2C,# Previously believed S2C anchor (now confirmed INVALID),possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,52,direction_split_candidate,S2C,"CHECKPOINT_S2C_KEY = ""4e99ca25a16c5487""",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,52,negative_control,4e99ca25,"CHECKPOINT_S2C_KEY = ""4e99ca25a16c5487""",invalidated checkpoint key reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,52,negative_control,a16c5487,"CHECKPOINT_S2C_KEY = ""4e99ca25a16c5487""",invalidated checkpoint key reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,55,context_layout_candidate,packet,# ── packet extraction ─────────────────────────────────────────────────────────,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,57,direction_split_candidate,S2C,"def extract_s2c_packets(pcap_path: Path, anchor_frame: int = ANCHOR_FRAME) -> list[dict]:",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,57,context_layout_candidate,packet,"def extract_s2c_packets(pcap_path: Path, anchor_frame: int = ANCHOR_FRAME) -> list[dict]:",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,58,direction_split_candidate,S2C,"""""""Return all S2C packets in the same TCP flow as the C2S anchor.""""""",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,58,string_reference,C2S,"""""""Return all S2C packets in the same TCP flow as the C2S anchor.""""""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,58,context_layout_candidate,packet,"""""""Return all S2C packets in the same TCP flow as the C2S anchor.""""""",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,67,context_layout_candidate,packet,"""packet_no"": pkt_no,",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,73,context_layout_candidate,packet,"anchor = next((r for r in all_rows if r[""packet_no""] == anchor_frame), None)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,75,string_reference,C2S,"raise ValueError(f""Anchor C2S frame {anchor_frame} not found"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,78,direction_split_candidate,S2C,s2c = [,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,81,direction_split_candidate,S2C,"and r[""direction""] == ""S2C""",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,84,direction_split_candidate,S2C,"return sorted(s2c, key=lambda r: r[""packet_no""])",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,84,context_layout_candidate,packet,"return sorted(s2c, key=lambda r: r[""packet_no""])",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,89,direction_split_candidate,S2C,def build_inventory(s2c_pkts: list[dict]) -> list[dict]:,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,92,direction_split_candidate,S2C,"for idx, r in enumerate(s2c_pkts):",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,97,context_layout_candidate,packet,"""frame"":       r[""packet_no""],",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,108,context_layout_candidate,packet,"""""""Test a single key candidate against a packet. Returns result dict.""""""",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,111,context_layout_candidate,packet,"return {""frame"": pkt[""packet_no""], ""label"": label, ""valid_header"": ""no"",",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,115,string_reference,decode,"dec = decode_body(body, key)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,116,string_reference,decode,op = decode_opcode(dec[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,121,context_layout_candidate,packet,"""frame"":           pkt[""packet_no""],",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,129,context_layout_candidate,packet,"return {""frame"": pkt[""packet_no""], ""label"": label, ""valid_header"": ""error"",",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,134,direction_split_candidate,S2C,def search_anchor_candidates(s2c_pkts: list[dict]) -> list[dict]:,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,136,direction_split_candidate,S2C,Search for S2C anchor candidates among small packets using bounded seed tests.,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,136,context_layout_candidate,packet,Search for S2C anchor candidates among small packets using bounded seed tests.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,141,direction_split_candidate,S2C,"small_pkts = [r for r in s2c_pkts if len(r[""payload""]) < 200][:10]",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,145,direction_split_candidate,S2C,"r = test_anchor_candidate(pkt, CHECKPOINT_S2C_KEY, ""checkpoint_key_4e99"")",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,148,string_reference,C2S,"r[""header_rule_tested""] = ""c2s_cipher_complement""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,149,direction_split_candidate,S2C,"r[""reason""] = ""Previously believed S2C anchor key""",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,154,direction_split_candidate,S2C,# Test 2: Brute k0 sweep on frame 4116 (shortest non-bulk S2C),possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,155,context_layout_candidate,packet,"tgt = next((r for r in small_pkts if r[""packet_no""] == 4116), small_pkts[0])",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,162,packet_setup_candidate,STATIC_KEY,k1 = body[1] ^ STATIC_KEY[1] ^ 0x86 ^ body[0],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,163,packet_setup_candidate,STATIC_KEY,k2 = body[2] ^ STATIC_KEY[2] ^ dec2 ^ body[1],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,167,string_reference,decode,"dec = decode_body(body, key_from_hex(cand_key))",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,168,string_reference,decode,op = decode_opcode(dec[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,172,string_reference,C2S,"r[""header_rule_tested""] = ""c2s_cipher_complement_opcode_lt_0x20""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,184,direction_split_candidate,S2C,"def attempt_s2c_rolling(s2c_pkts: list[dict], max_steps: int = 8) -> dict:",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,186,direction_split_candidate,S2C,Attempt sequential S2C rolling. Documents the ambiguity explosion.,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,189,direction_split_candidate,S2C,"small_pkts = [r for r in s2c_pkts if len(r[""payload""]) < 200]",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,191,context_layout_candidate,packet,"return {""status"": ""no_small_packets""}",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,193,context_layout_candidate,packet,"anchor_pkt = next((r for r in small_pkts if r[""packet_no""] >= 4116), small_pkts[0])",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,202,packet_setup_candidate,STATIC_KEY,k1 = body_anchor[1] ^ STATIC_KEY[1] ^ 0x86 ^ body_anchor[0],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,203,packet_setup_candidate,STATIC_KEY,k2 = body_anchor[2] ^ STATIC_KEY[2] ^ dec2 ^ body_anchor[1],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,206,string_reference,decode,"dec = decode_body(body_anchor, key_try)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,207,string_reference,decode,op = decode_opcode(dec[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,211,direction_split_candidate,S2C,# Use ALL S2C packets (including bulk) as the rolling target,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,211,context_layout_candidate,packet,# Use ALL S2C packets (including bulk) as the rolling target,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,212,direction_split_candidate,S2C,s2c_all = s2c_pkts,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,213,direction_split_candidate,S2C,"start_idx = next((i for i, r in enumerate(s2c_all) if r[""packet_no""] == anchor_pkt[""packet_no""]), 0)",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,213,context_layout_candidate,packet,"start_idx = next((i for i, r in enumerate(s2c_all) if r[""packet_no""] == anchor_pkt[""packet_no""]), 0)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,217,direction_split_candidate,S2C,"for step in range(1, min(max_steps + 1, len(s2c_all) - start_idx)):",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,218,direction_split_candidate,S2C,pkt = s2c_all[start_idx + step],possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,219,direction_split_candidate,S2C,prev_pkt = s2c_all[start_idx + step - 1],possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,232,packet_setup_candidate,STATIC_KEY,k1 = body[1] ^ STATIC_KEY[1] ^ 0x86 ^ body[0],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,233,packet_setup_candidate,STATIC_KEY,k2 = body[2] ^ STATIC_KEY[2] ^ dec2 ^ body[1],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,254,string_reference,decode,"dec_cand = decode_body(body, bytearray(cand))",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,255,string_reference,decode,op = decode_opcode(dec_cand[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,264,context_layout_candidate,packet,"""frame"":   pkt[""packet_no""],",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,270,context_layout_candidate,packet,"first_dead = pkt[""packet_no""]",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,274,context_layout_candidate,packet,"""anchor_frame"":      anchor_pkt[""packet_no""],",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,280,direction_split_candidate,S2C,"""S2C key-roll space stays maximally ambiguous through bulk data frames """,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,282,direction_split_candidate,S2C,"""Missing input: S2C initial key derived from server handshake.""",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,282,seed_derivation_candidate,handshake,"""Missing input: S2C initial key derived from server handshake.""",possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,284,direction_split_candidate,S2C,"(""No paths survive – S2C cipher formula may differ from C2S""",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\euroaion_s2c_probe.py,284,string_reference,C2S,"(""No paths survive – S2C cipher formula may differ from C2S""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,1,direction_split_candidate,S2C,# pass618 – EuroAion S2C World Stream Probe,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,3,direction_split_candidate,S2C,"Offline, static-analysis-only S2C packet probe for EuroAion (Aion 4.x) world captures.",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,3,context_layout_candidate,packet,"Offline, static-analysis-only S2C packet probe for EuroAion (Aion 4.x) world captures.",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,13,direction_split_candidate,S2C,"| `euroaion_s2c_probe.py` | Core library – inventory, anchor search, rolling attempt |",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,14,direction_split_candidate,S2C,| `run_probe_s2c.py` | CLI runner – all three phases with local CSV output |,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,17,string_reference,C2S,Depends on: `../pass616_sonnet_c2s_decoder/euroaion_c2s_decoder.py`,search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,17,string_reference,decode,Depends on: `../pass616_sonnet_c2s_decoder/euroaion_c2s_decoder.py`,search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,24,direction_split_candidate,S2C,cd C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,24,string_reference,decode,cd C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder,search term reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,25,direction_split_candidate,S2C,python run_probe_s2c.py,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,32,direction_split_candidate,S2C,### Phase 1 – S2C Packet Inventory,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,32,context_layout_candidate,packet,### Phase 1 – S2C Packet Inventory,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,34,direction_split_candidate,S2C,- **163 total** S2C packets in the world TCP flow (port 7785).,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,34,context_layout_candidate,packet,- **163 total** S2C packets in the world TCP flow (port 7785).,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,34,context_layout_candidate,7785,- **163 total** S2C packets in the world TCP flow (port 7785).,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass618_sonnet_s2c_decoder\README.md,36,seed_derivation_candidate,handshake,"- **28 small** (<1000 bytes) — handshake, ping, and state packets.",possible handshake/seed setup reference
